2,1,5,15,22,10,1,0,4,2,9,25,27,19,4,1
-3,-7,-9,-30,-13,-8,-1,-1,2,-2,-1,-5,-22,-2,1,0
-4,-5,-5,3,4,0,-2,-2,-5,1,1,14,8,1,-3,-6
0,-1,-3,-17,-27,-3,-1,-2,-3,1,7,16,7,4,0,2
-7,-9,-19,-45,1,-8,-2,-4,-1,-3,1,10,7,2,-1,-1
1,1,8,35,20,13,0,0,-1,4,5,4,15,2,-6,-1
1,2,3,3,-15,-15,-3,0,0,-1,5,16,11,1,2,0
1,-4,-3,-8,3,-5,-2,-3,1,0,-7,-8,-52,-3,0,-2
-2,-2,-2,-23,-94,3,0,-2,-1,-4,-5,53,-1,-3,-1,-2
-3,-3,-2,-14,-16,-12,-1,-1,4,5,15,51,28,6,3,6
-2,-3,4,0,-4,-3,-6,0,-1,-4,-8,-11,0,-1,-5,-5
3,-1,-16,-2,-1,-6,0,-3,-1,-2,-4,0,3,7,0,-1
-5,-4,-3,-4,-1,4,1,2,-3,-1,-1,-2,1,-11,-4,-3
-3,-1,-4,-1,-1,0,-2,0,0,-1,0,0,0,2,0,0
6,11,43,77,-13,-50,-3,1,0,2,-4,-7,-4,2,-4,2
1,-3,-35,-12,-6,1,7,3,-5,-3,-5,-35,106,26,-2,-1
-2,-13,-34,-46,-10,4,-2,-2,2,3,7,7,1,1,-1,-1
-1,4,18,29,3,10,1,0,-3,0,4,-2,-3,-7,-3,0
-2,1,0,-7,-8,-6,-3,2,-1,2,2,0,-4,-6,-2,-2
-1,0,-4,14,-12,-5,0,-5,0,0,2,1,-3,2,-1,1
4,2,1,10,2,5,3,-2,-3,2,16,127,47,7,-3,-2
-4,-8,-17,-128,-23,1,-1,0,-2,-6,-12,3,2,7,-1,-1
-2,0,1,-13,5,1,3,0,-6,-16,-43,-11,-38,-17,-7,-6
-2,0,1,-6,1,0,-3,1,-2,-2,2,-28,-4,-4,0,-2
0,-1,4,-2,-1,-2,1,1,-6,-4,-8,-31,-10,-7,-2,-1
-2,2,-1,-3,1,1,-4,-5,-5,-6,-10,10,50,10,0,-3
5,6,11,-19,-13,-18,-1,2,3,7,20,78,48,0,4,1
-1,-4,-9,-15,15,6,1,0,6,5,4,-29,-115,-14,2,2
-2,-1,-1,-3,5,-1,-4,1,-1,-2,-3,2,1,-1,-3,-1
0,-1,-3,3,8,2,-7,0,-2,1,1,4,-5,-6,-1,-3
-6,-5,3,-5,9,4,-2,-2,0,1,3,2,-4,4,3,3
-1,5,5,0,-4,-6,0,-3,-4,-6,-5,-1,2,3,-1,-1
-3,-3,-7,-5,-34,15,2,-1,-7,-5,-5,28,-22,-17,-3,-4
0,2,16,14,24,6,-1,-1,14,18,28,-37,12,28,17,10
0,6,12,5,6,-4,-1,-3,-1,-3,-14,23,-1,2,-1,0
0,3,0,5,2,-3,1,2,-2,0,12,-2,5,1,-1,-5
-1,2,7,1,-3,3,-1,-4,0,3,6,11,47,-14,0,6
-3,0,4,8,3,11,0,-4,6,2,-11,-27,-100,-36,0,7
2,-5,-5,-13,4,6,4,2,-6,-6,-15,-83,25,-6,-12,-5
-4,-3,-8,-21,-32,-2,-3,-1,10,12,44,127,73,39,17,11
-2,-4,-14,-15,2,1,-4,1,-3,-1,8,-1,3,-1,-2,-5
0,-2,-11,-9,1,3,1,0,2,0,-1,10,25,7,3,-2
2,2,3,-38,-8,6,-1,0,2,2,1,10,2,3,1,1
2,12,20,18,-9,-13,1,1,-1,1,5,19,95,-5,0,-1
-7,-20,-50,-5,-7,-1,-1,1,0,4,13,12,14,3,0,-1
2,-2,-10,-2,-11,-6,-1,0,0,3,11,-2,19,1,1,-3
-2,-4,-7,-59,53,7,2,1,2,3,10,3,1,6,0,2
-4,-3,0,48,8,17,1,-3,-3,2,-3,-11,39,-20,-6,-4
2,0,1,-10,-2,-9,0,-1,-1,-1,1,7,-1,-2,0,0
-1,-1,0,-33,-1,8,-1,-1,-2,-3,-11,-20,-11,3,2,-7
-2,-1,-4,29,-7,-14,0,-1,0,3,5,22,9,8,2,3
-2,-5,0,39,-3,-1,0,0,0,-3,1,-47,-13,0,0,-3
1,-1,-8,18,6,-1,1,0,1,4,6,24,5,3,1,-1
-3,-7,-8,-8,13,-4,1,0,-3,-2,-4,-1,1,1,1,0
1,5,10,32,39,8,-1,0,-4,-2,-3,-19,12,0,0,-4
3,19,30,-75,-3,-18,-4,-3,-1,-1,-2,-21,-28,-2,-3,-2
-5,-22,-68,40,21,18,1,1,3,3,8,-4,7,-16,-3,-3
6,3,13,-10,7,5,5,3,-4,1,7,-2,0,0,-3,-1
-2,-3,-3,1,0,-3,-1,-2,-1,1,1,0,5,3,0,-1
-2,0,1,-1,-4,-2,-1,-4,-3,-2,1,-2,2,0,-3,0
-2,-2,-3,3,44,9,-3,0,-1,2,3,-55,-21,-42,-9,-4
-1,1,0,-11,-10,18,4,-1,5,-1,-1,33,29,19,6,3
-3,-1,11,18,4,-3,-1,-3,0,-2,0,-8,2,7,-1,1
1,1,-6,-16,-3,1,1,-3,-5,-4,-1,-7,6,-1,1,-2
-1,0,0,-7,-4,-1,0,4,-2,-3,-1,3,-3,0,1,-1
1,2,0,3,-2,-6,-6,2,-3,0,-3,0,1,2,-1,-1
0,1,1,12,127,8,-5,0,-1,0,2,-1,-2,-3,0,-4
-3,-2,-7,3,-17,-11,-1,-3,-3,-2,-2,2,28,16,2,0
-4,-9,-15,-84,-16,0,-4,-3,-1,0,3,-9,7,-6,-1,2
4,-2,-2,68,42,22,7,0,0,3,17,2,4,2,-3,-3
0,-5,2,-4,-2,-6,-6,-1,0,0,-8,-15,-2,3,2,-4
-1,0,-2,-1,-4,-1,-1,0,-5,-1,-1,-5,3,3,1,1
0,1,9,2,0,0,1,-4,2,-9,-51,-38,-49,0,0,1
2,12,39,27,17,7,-1,1,-3,-12,-21,-11,37,-1,-1,-3
1,6,14,68,-7,1,-1,1,-1,11,43,53,22,7,0,0
1,-1,-14,-81,-5,6,-1,-1,1,4,14,5,3,12,7,4
-2,1,1,-1,3,-3,-1,0,1,-1,3,3,9,-1,0,-4
-1,-2,-3,22,3,0,-1,-1,-3,-2,-1,3,-5,-5,-3,-1
-1,-2,6,-7,-10,-5,-1,-3,1,-2,-2,0,-8,1,0,-2
-4,-3,1,-6,7,-7,-1,2,1,0,3,13,69,10,2,1
-4,-6,-17,-4,13,17,2,0,-1,4,5,2,-23,-9,-3,-3
2,3,1,12,21,4,-2,-3,-1,-1,8,4,50,-1,2,-3
-3,3,8,3,5,-5,-2,0,0,-4,-2,-3,-5,-2,-1,3
-2,-8,-5,6,47,15,1,-2,-1,0,2,-18,-5,9,-1,-3
-2,3,16,-2,11,-11,-3,0,-1,1,4,2,-58,-1,0,0
1,-3,-32,-20,-30,-4,-4,-7,-3,-1,-2,-42,-7,4,-1,-3
-3,-1,-4,6,0,3,1,2,0,6,18,127,43,12,3,3
0,-2,-1,-17,-9,-6,0,0,1,1,-2,-16,4,7,0,-1
-1,-3,-2,-11,-20,0,-5,-3,-1,-2,-6,-5,2,-3,-2,-4
-1,-1,1,-9,-22,-6,-3,-4,-3,-3,2,-2,7,1,-2,3
3,2,5,2,3,-1,-2,-1,-1,-9,-23,-4,14,0,-1,0
-2,2,-1,-1,3,2,0,-2,-1,3,6,-5,-1,4,0,0
-2,-3,1,19,6,-2,1,-2,10,13,28,124,50,6,10,9
-7,-1,1,-99,-68,5,1,-4,1,-2,-3,-12,-25,-3,-3,-1
-3,-1,-4,-2,5,-1,-2,1,-7,-20,-36,-61,1,8,3,-1
2,1,4,3,0,-1,-1,0,1,5,7,-4,6,2,-1,0
-1,1,4,1,-2,-2,-1,0,1,0,-3,1,0,2,1,-1
-2,-2,3,0,-2,1,1,-1,-1,1,-1,-4,-7,-4,0,-3
2,-4,-6,-3,0,0,-1,-3,-2,1,0,-1,-3,-2,-4,-1
1,2,11,4,-57,-32,-1,4,-1,-1,3,-1,2,4,2,2
0,-3,-5,-3,-55,-12,-4,-2,-1,-4,0,-14,-2,-1,-7,-1
-4,2,3,1,1,1,1,0,2,3,5,19,24,13,4,1
-1,-1,-2,0,0,2,0,-1,-1,-2,-1,-4,3,-4,-1,-3
1,-3,-2,0,1,-5,-1,-2,0,1,0,-4,-1,-4,-6,-3
-4,1,-2,-1,-1,-5,0,-3,-1,9,27,16,-23,-2,-1,1
0,2,1,4,10,1,-1,-1,-4,-18,-60,-17,-7,-23,-4,-2
-1,3,7,6,-16,3,1,-3,-2,-4,-21,-12,1,-16,-5,0
2,2,10,24,16,2,-4,1,-1,1,7,-9,-27,-6,-7,-3
0,2,3,1,1,-2,-3,0,-1,-2,-2,0,-5,-7,1,-3
1,1,-3,1,4,0,-2,-4,-1,1,0,-2,-3,-8,-4,0
1,0,-6,0,-32,-10,-2,1,-3,-4,-4,0,-3,2,2,-2
-5,-19,-14,-46,-2,-7,-1,-7,-3,6,18,0,-14,-3,-2,-2
4,6,10,14,25,4,2,4,0,-1,2,9,-6,-4,-4,0
-2,1,5,-12,16,1,1,1,-2,0,-4,-12,1,-2,-2,0
2,-1,-5,-1,5,2,0,0,-1,-2,-1,-11,-3,-4,-2,-2
0,0,-3,-2,-6,-7,-1,-3,1,-1,1,-3,0,-3,-3,-1
-3,4,18,7,28,14,0,-2,-10,-37,-76,127,53,5,-4,-4
1,6,9,-128,-108,-9,1,3,-1,6,19,-20,-55,9,3,3
-7,1,10,-2,0,-2,-1,0,-3,0,7,-70,12,3,-2,-4
-2,-4,2,-8,-7,-2,-1,-1,0,1,7,34,15,5,-1,0
-3,-2,-2,-6,-4,-5,-1,0,-2,1,0,0,0,6,-1,-2
-1,-3,-3,-4,-6,-2,-2,-2,-2,-5,-5,-38,42,-3,-2,0
1,-4,-2,-1,-3,-2,1,3,-3,0,0,-1,-22,8,-2,-2
1,4,8,2,14,13,5,3,4,4,2,-2,-42,-14,-2,1
-1,0,-5,-6,0,-1,-2,-1,1,0,-2,3,0,1,0,-1
-1,-3,3,-7,-1,-3,-2,1,1,-1,0,-2,-1,-5,-2,2
-4,-1,-12,-35,4,0,1,0,1,-1,1,3,-2,-2,-3,-3
-5,-24,-29,98,6,-5,-7,-5,-5,1,8,1,34,17,3,0
3,9,14,-4,14,7,4,0,-4,1,3,-9,3,-6,0,-2
1,2,7,-1,11,1,0,-1,0,-1,1,-5,3,-4,0,-3
5,-1,-5,-4,-6,-3,2,0,-1,-1,-1,-3,0,5,-1,0
0,-4,-5,-5,-4,8,-2,-3,1,2,-2,1,-1,-4,-3,0
-1,-5,-5,-10,15,-2,-2,-6,-3,-4,0,0,2,2,-4,-1
-1,3,6,4,-11,-6,-3,-3,1,1,-3,-8,-8,-2,-2,1
-1,-4,-1,2,8,11,1,0,0,2,4,1,0,-1,-1,-2
1,-1,-4,2,8,11,3,0,1,-1,0,-2,-3,-9,-3,-3
-1,-1,2,-18,-41,2,-3,-3,2,-3,-37,-37,35,-2,-2,-3
-2,2,3,1,-15,-16,-3,0,0,3,16,24,-6,8,4,0
0,-1,0,-1,2,-3,-1,2,4,3,7,21,15,6,1,0
-1,12,18,0,1,-3,-4,-3,-1,-1,-2,-7,0,5,3,0
-4,-5,42,-38,127,2,-1,-1,-1,4,19,47,26,1,0,-2
0,-24,-128,10,-35,-21,-3,0,2,6,17,-20,-32,1,0,2
-1,0,2,-5,0,-3,-3,-3,-3,6,15,3,-2,-4,-1,0
-2,0,-4,1,-1,-1,-2,2,2,3,5,-3,-1,0,-1,-3
0,-3,-2,-4,0,-1,-2,-5,-1,-3,-14,16,-2,-1,-1,-2
-1,-5,-8,-5,3,3,0,1,5,7,11,10,-28,-1,5,4
-5,-3,-4,-8,0,-1,-1,-3,0,-3,-3,-13,-17,-1,2,1
-5,1,-3,-4,-3,-2,0,-3,0,-3,-7,-14,1,3,1,-1
1,-1,-1,-1,2,2,0,-1,-6,-4,4,0,40,20,0,-1
-1,-1,-5,0,-2,0,-1,0,5,0,-11,-17,7,-23,-6,0
-3,1,5,3,11,6,-1,-1,-2,-3,-5,10,-128,-35,-7,2
-2,-4,-5,2,13,8,3,-3,8,9,14,-16,6,20,14,9
-1,0,-1,1,8,2,-2,-2,3,0,0,4,-2,-2,-2,0
-3,0,-1,0,1,-3,-4,-3,1,0,2,1,-2,3,-2,-2
-8,-14,54,-26,37,28,2,-6,10,47,127,1,-6,-10,-3,0
3,15,53,-1,-93,-31,-3,4,-6,-28,-128,-31,-20,-16,-2,-2
6,18,34,44,48,11,3,0,1,1,-10,-5,0,-5,-4,1
4,4,3,13,6,0,0,1,-2,1,-11,0,2,-3,-3,-1
-3,-1,-11,0,0,-2,-4,0,-2,-1,-12,1,4,1,-2,-3
0,-4,-7,27,4,4,0,-2,-2,-1,-13,2,-1,1,0,-2
-8,-6,-14,-42,69,0,-8,-5,4,1,-2,10,34,4,2,0
-1,-2,-14,1,-104,-18,0,1,0,-1,4,6,11,9,-3,0
0,0,-5,-1,2,-4,-3,-2,0,-2,-2,2,15,1,2,2
-1,-4,-6,0,1,5,-1,0,-2,-2,-2,-1,2,-3,-3,0
-2,-4,-1,4,35,8,0,-2,0,-3,-19,-92,-34,-17,-3,-1
-5,0,-1,-29,-128,-17,-5,-1,2,-2,14,118,34,12,5,-2
-1,1,4,3,-1,-1,-3,-1,3,1,-2,-30,-4,5,0,1
-3,1,0,-4,-5,-4,-2,-3,-1,-1,-5,-20,1,4,0,0
2,3,-3,-5,-1,-1,-3,1,1,2,5,-5,-23,-14,-4,0
-2,-2,-3,-1,7,7,3,1,-3,-7,-15,23,16,5,-4,2
-4,2,0,6,13,4,1,-1,0,-11,-20,7,-4,6,-1,-2
-2,1,1,6,8,3,0,1,0,2,5,-6,0,-6,0,0
2,17,55,13,2,0,1,2,-11,-40,-73,-19,3,21,-6,-8
-1,18,39,-13,40,3,-2,-2,-9,-38,-51,22,35,2,-2,-4
-3,2,10,-3,2,-1,-2,-2,2,10,27,-23,-17,5,0,0
